tab	specimens																					
analysts	citations	dir_alpha95	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	volume	weight
	This study		MT	3.3	275.6	50.4	4.5	2	12	-1	hargrave 2018-04-11 09:35:54	u	951	903	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.37	pmagpy-4.2.17: demag_gui	BRIC.37a		
	This study		HT	8.5	271.6	54.4	5.2	2	6	-1	hargrave 2018-04-11 09:35:54	u	961	953	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.37	pmagpy-4.2.17: demag_gui	BRIC.37a		
	This study		MT	3.3	246.3	39	4.5	2	12	0	hargrave 2018-04-11 09:35:54	u	951	903	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.37	pmagpy-4.2.17: demag_gui	BRIC.37a		
	This study		HT	8.5	247.5	43.5	5.2	2	6	0	hargrave 2018-04-11 09:35:54	u	961	953	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.37	pmagpy-4.2.17: demag_gui	BRIC.37a		
	This study		MT	3.3	260.2	-14.2	4.5	2	12	100	hargrave 2018-04-11 09:35:54	u	951	903	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.37	pmagpy-4.2.17: demag_gui	BRIC.37a		
	This study		HT	8.5	264.5	-12.2	5.2	2	6	100	hargrave 2018-04-11 09:35:54	u	961	953	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.37	pmagpy-4.2.17: demag_gui	BRIC.37a		
	This study		MT	24.9	288.2	52.2	7.3	2	7	-1	hargrave 2018-04-11 09:37:08	u	933	893	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.38	pmagpy-4.2.17: demag_gui	BRIC.38a		
	This study		HT	3	23.6	78.4	7.7	2	5	-1	hargrave 2018-04-11 09:37:08	u	961	955	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.38	pmagpy-4.2.17: demag_gui	BRIC.38a		
	This study		MT	24.9	244.3	42	7.3	2	7	0	hargrave 2018-04-11 09:37:08	u	933	893	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.38	pmagpy-4.2.17: demag_gui	BRIC.38a		
	This study		HT	3	304.6	58.1	7.7	2	5	0	hargrave 2018-04-11 09:37:08	u	961	955	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.38	pmagpy-4.2.17: demag_gui	BRIC.38a		
	This study		MT	24.9	261.8	-11.2	7.3	2	7	100	hargrave 2018-04-11 09:37:08	u	933	893	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.38	pmagpy-4.2.17: demag_gui	BRIC.38a		
	This study		HT	3	303.1	-15	7.7	2	5	100	hargrave 2018-04-11 09:37:08	u	961	955	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.38	pmagpy-4.2.17: demag_gui	BRIC.38a		
	This study		MT	8.8	345.2	37.4	11.6	2	13	-1	hargrave 2018-03-08 15:33:47	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.39	pmagpy-4.2.17: demag_gui	BRIC.39a		
	This study		HT	9.2	250.2	54.7	6.7	2	11	-1	hargrave 2018-03-08 15:33:47	u	959	933	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.39	pmagpy-4.2.17: demag_gui	BRIC.39a		
	This study		MT	8.8	286.7	16	11.6	2	13	0	hargrave 2018-03-08 15:33:47	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.39	pmagpy-4.2.17: demag_gui	BRIC.39a		
	This study		HT	9.2	221.8	56.1	6.7	2	11	0	hargrave 2018-03-08 15:33:47	u	959	933	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.39	pmagpy-4.2.17: demag_gui	BRIC.39a		
	This study		MT	8.8	276.9	-54.2	11.6	2	13	100	hargrave 2018-03-08 15:33:47	u	923	723	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.39	pmagpy-4.2.17: demag_gui	BRIC.39a		
	This study		HT	9.2	267.5	8.3	6.7	2	11	100	hargrave 2018-03-08 15:33:47	u	959	933	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.39	pmagpy-4.2.17: demag_gui	BRIC.39a		
	This study		MT	3.3	13.7	60.4	9.5	1	12	-1	hargrave 2017-03-30 08:48:41	u	928	798	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.3	pmagpy-4.2.17: demag_gui	BRIC.3a		
	This study		MT	3.3	247.8	40.8	9.5	1	12	0	hargrave 2017-03-30 08:48:41	u	928	798	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.3	pmagpy-4.2.17: demag_gui	BRIC.3a		
	This study		MT	3.3	262.4	-14	9.5	1	12	100	hargrave 2017-03-30 08:48:41	u	928	798	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.3	pmagpy-4.2.17: demag_gui	BRIC.3a		
	This study		MT	6.5	65.9	56.8	5.7	2	19	-1	hargrave 2018-04-11 09:38:34	u	953	823	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.40	pmagpy-4.2.17: demag_gui	BRIC.40a		
	This study		HT	8.8	94.5	53.5	4	2	5	-1	hargrave 2018-04-11 09:38:34	u	961	955	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.40	pmagpy-4.2.17: demag_gui	BRIC.40a		
	This study		MT	6.5	252.1	32.3	5.7	2	19	0	hargrave 2018-04-11 09:38:34	u	953	823	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.40	pmagpy-4.2.17: demag_gui	BRIC.40a		
	This study		HT	8.8	268.9	42.1	4	2	5	0	hargrave 2018-04-11 09:38:34	u	961	955	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.40	pmagpy-4.2.17: demag_gui	BRIC.40a		
	This study		MT	6.5	257.6	-22	5.7	2	19	100	hargrave 2018-04-11 09:38:34	u	953	823	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.40	pmagpy-4.2.17: demag_gui	BRIC.40a		
	This study		HT	8.8	275.5	-23.9	4	2	5	100	hargrave 2018-04-11 09:38:34	u	961	955	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.40	pmagpy-4.2.17: demag_gui	BRIC.40a		
	This study		MT	42.2	357	40.8	8	2	12	-1	hargrave 2018-04-11 09:39:47	u	913	674	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.41	pmagpy-4.2.17: demag_gui	BRIC.41a		
	This study		HT	5.4	292.7	-29.9	7.8	2	6	-1	hargrave 2018-04-11 09:39:47	u	961	953	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.41	pmagpy-4.2.17: demag_gui	BRIC.41a		
	This study		MT	42.2	251.3	28.8	8	2	12	0	hargrave 2018-04-11 09:39:47	u	913	674	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.41	pmagpy-4.2.17: demag_gui	BRIC.41a		
	This study		HT	5.4	179.5	-33.9	7.8	2	6	0	hargrave 2018-04-11 09:39:47	u	961	953	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.41	pmagpy-4.2.17: demag_gui	BRIC.41a		
	This study		MT	42.2	254.2	-23.6	8	2	12	100	hargrave 2018-04-11 09:39:47	u	913	674	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.41	pmagpy-4.2.17: demag_gui	BRIC.41a		
	This study		HT	5.4	168.2	14.8	7.8	2	6	100	hargrave 2018-04-11 09:39:47	u	961	953	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.41	pmagpy-4.2.17: demag_gui	BRIC.41a		
	This study		MT	14.2	200.6	-53.6	6.8	2	18	-1	hargrave 2018-01-25 13:58:31	u	943	674	K	LP-DIR-T:DE-BFL:DA-DIR	b	BRIC.4	pmagpy-4.2.17: demag_gui	BRIC.4a		
	This study		HT	1.1	185.1	3	10.4	2	7	-1	hargrave 2018-01-25 13:58:31	u	957	945	K	LP-DIR-T:DE-BFL:DA-DIR	b	BRIC.4	pmagpy-4.2.17: demag_gui	BRIC.4a		
	This study		MT	14.2	263.3	-42.2	6.8	2	18	0	hargrave 2018-01-25 13:58:31	u	943	674	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	BRIC.4	pmagpy-4.2.17: demag_gui	BRIC.4a		
	This study		HT	1.1	252.2	15	10.4	2	7	0	hargrave 2018-01-25 13:58:31	u	957	945	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	b	BRIC.4	pmagpy-4.2.17: demag_gui	BRIC.4a		
	This study		MT	14.2	165.1	-48.9	6.8	2	18	100	hargrave 2018-01-25 13:58:31	u	943	674	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	BRIC.4	pmagpy-4.2.17: demag_gui	BRIC.4a		
	This study		HT	1.1	241.8	-32	10.4	2	7	100	hargrave 2018-01-25 13:58:31	u	957	945	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	b	BRIC.4	pmagpy-4.2.17: demag_gui	BRIC.4a		
	This study		MT	31.7	299	38.6	4.9	2	8	-1	hargrave 2018-01-25 12:23:26	u	923	843	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.5	pmagpy-4.2.17: demag_gui	BRIC.5a		
	This study		HT	10.1	67.1	-62.2	18.3	2	8	-1	hargrave 2018-01-25 12:23:26	u	957	943	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.5	pmagpy-4.2.17: demag_gui	BRIC.5a		
	This study		MT	31.7	240.1	32.1	4.9	2	8	0	hargrave 2018-01-25 12:23:26	u	923	843	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.5	pmagpy-4.2.17: demag_gui	BRIC.5a		
	This study		HT	10.1	24.7	-64.5	18.3	2	8	0	hargrave 2018-01-25 12:23:26	u	957	943	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.5	pmagpy-4.2.17: demag_gui	BRIC.5a		
	This study		MT	31.7	251.4	-13.7	4.9	2	8	100	hargrave 2018-01-25 12:23:26	u	923	843	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.5	pmagpy-4.2.17: demag_gui	BRIC.5a		
	This study		HT	10.1	94.5	-18	18.3	2	8	100	hargrave 2018-01-25 12:23:26	u	957	943	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.5	pmagpy-4.2.17: demag_gui	BRIC.5a		
	This study		MT	12.2	247.4	13.7	17.9	2	13	-1	hargrave 2018-01-25 12:24:57	u	943	833	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.6	pmagpy-4.2.17: demag_gui	BRIC.6a		
	This study		HT	7.8	234.1	-10.8	16.8	2	7	-1	hargrave 2018-01-25 12:24:57	u	960	949	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.6	pmagpy-4.2.17: demag_gui	BRIC.6a		
	This study		MT	12.2	243.7	20.2	17.9	2	13	0	hargrave 2018-01-25 12:24:57	u	943	833	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.6	pmagpy-4.2.17: demag_gui	BRIC.6a		
	This study		HT	7.8	223.6	0.6	16.8	2	7	0	hargrave 2018-01-25 12:24:57	u	960	949	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.6	pmagpy-4.2.17: demag_gui	BRIC.6a		
	This study		MT	12.2	242.3	-22.5	17.9	2	13	100	hargrave 2018-01-25 12:24:57	u	943	833	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.6	pmagpy-4.2.17: demag_gui	BRIC.6a		
	This study		HT	7.8	215.4	-11.7	16.8	2	7	100	hargrave 2018-01-25 12:24:57	u	960	949	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.6	pmagpy-4.2.17: demag_gui	BRIC.6a		
	This study		MT	4.6	149.4	13.7	5.3	2	16	-1	hargrave 2018-01-25 14:00:05	u	953	853	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.9	pmagpy-4.2.17: demag_gui	BRIC.9a		
	This study		HT	14.4	160.7	40	1.7	2	3	-1	hargrave 2018-01-25 14:00:05	u	960	957	K	LP-DIR-T:DE-BFL:DA-DIR	g	BRIC.9	pmagpy-4.2.17: demag_gui	BRIC.9a		
	This study		MT	4.6	248.8	24	5.3	2	16	0	hargrave 2018-01-25 14:00:05	u	953	853	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.9	pmagpy-4.2.17: demag_gui	BRIC.9a		
	This study		HT	14.4	257.8	51.2	1.7	2	3	0	hargrave 2018-01-25 14:00:05	u	960	957	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BRIC.9	pmagpy-4.2.17: demag_gui	BRIC.9a		
	This study		MT	4.6	248.5	-24.5	5.3	2	16	100	hargrave 2018-01-25 14:00:05	u	953	853	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.9	pmagpy-4.2.17: demag_gui	BRIC.9a		
	This study		HT	14.4	275.1	-12.1	1.7	2	3	100	hargrave 2018-01-25 14:00:05	u	960	957	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BRIC.9	pmagpy-4.2.17: demag_gui	BRIC.9a		
